skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7
Agile,Big Data,Consulting,Elasticsearch,ETL,GCP,Google Cloud
Agile,Architecture,AWS,BigQuery,Dataflow,Data warehouse,DevOps
AWS,Computer Science,Data Analytics,Machine Learning,Mathematics,ML models,Prototyping
Airflow,Architecture,AWS,Big Data,Computer Science,Databricks,Engineering
Caffe,Computer Vision,Deep Learning,Engineering,GCP,Keras,Machine Learning
A/B testing,Big Data,Computer Science,Computer Vision,Data analysis,Diffusion models,Economics
Computer Science,Data visualization,Engineering,Excel,Pipelines,Python,Rust
Data governance,Engineering,ETL,Kafka,Scrum,Spark,SSIS
Agile,Airflow,Business Intelligence,Databricks,Data strategy,Data warehouse,Economics
Airflow,Computer Science,Deep Learning,E-commerce,Engineering,Feature engineering,Keras
Data Analytics,Databricks,Python,Research,SQL,Statistics,STEM
Architecture,Computer Science,Engineering,Jira,Mathematics,Physics,Testing
Airflow,Ansible,APIs,Architecture,AWS,BigQuery,CI/CD
APIs,Architecture,AWS,Azure,Computer Science,Consulting,Consulting firm
Computer Science,Data analysis,Data quality,KPIs,Mathematics,Python,SQL
Computer Science,Data visualization,Engineering,Excel,Pipelines,Python,Rust
Airflow,Business Analytics,Data pipelines,Django,Docker,Engineering,Looker
Agile,Airflow,Azure,Big Data,Business Intelligence,Databricks,Data warehouse
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
APIs,Drones,Engineering,Python,React,Robotics,Testing
Agile,Airflow,Big Data,Computer Science,Data Analytics,Data management,Data pipelines
Airflow,AWS,BigQuery,Blockchain,Crypto,Dagster,Databricks
Architecture,AWS,Business Intelligence,CI/CD,Computer Vision,Deep Learning,Docker
Banking,Blockchain,Credit risk,Crypto,Data analysis,Data pipelines,Data visualization
Data Studio,Privacy,Research,SQL,Tableau,Testing,N/A
Circuit Design,Computer Science,Deep Learning,Engineering,Human Machine Interaction,Machine Learning,Mathematics
APIs,Architecture,CI/CD,Data Analytics,Data pipelines,Distributed Systems,Engineering
Agile,APIs,Architecture,Azure,Big Data,Computer Science,Databricks
Docker,Engineering,Kubernetes,Machine Learning,MLOps,Python,N/A
Architecture,Computer Science,Deep Learning,Engineering,GitHub,Machine Learning,NLP
Causal inference,Computer Science,Econometrics,Engineering,Finance,Mathematics,PhD
Airflow,APIs,Architecture,BigQuery,CI/CD,Computer Vision,Databricks
Agile,Architecture,AWS,Azure,Big Data,Business Intelligence,Cassandra
Agile,Computer Science,Data analysis,Data Analytics,Data pipelines,Data quality,Data visualization
Agile,Architecture,Consulting,CX,Data Analytics,Data strategy,Engineering
Computer Science,Engineering,Machine Learning,Mathematics,PhD,Prototyping,Python
Consulting,CX,E-commerce,Excel,SQL,UX,N/A
Architecture,Computer Science,Consulting,Data Warehousing,Economics,Industrial,Mathematics
Agile,Airflow,AWS,Big Data,Consulting,Consulting firm,Data management
Banking,BigQuery,Business Intelligence,Consulting,Data analysis,Data Analytics,Excel
Data Warehousing,GitLab,Python,SQL,N/A,N/A,N/A
Autonomous Driving,Classification,Computer Science,Computer Vision,CUDA,Deep Learning,Engineering
APIs,AWS,Azure,CI/CD,Engineering,Git,Golang
Causal inference,Computer Science,Data analysis,Distributed Systems,Econometrics,Engineering,Machine Learning
Architecture,Engineering,Jira,Mathematics,OOP,Research,VR
AWS,Computer Science,Databricks,Golang,Machine Learning,MLFlow,ML models
3D Reconstruction,Computer Science,Computer Vision,PhD,Prototyping,Python,R
Big Data,Computer Science,Data governance,Data management,Data quality,Mathematics,Privacy
Architecture,Big Data,Blockchain,Crypto,Finance,Privacy,Security
Agile,Ansible,Architecture,AWS,Azure,Big Data,Cassandra
Azure,Classification,Clustering,Computer Science,Computer Vision,Databricks,Data management
BigQuery,Engineering,ETL,GCP,JSON,Pipelines,Python
Avro,Big Data,Computer Science,Consulting,Data governance,Data quality,Data warehouse
Architecture,AWS,Big Data,CI/CD,Engineering,ETL,Hadoop
Banking,Blockchain,Computer Science,Crypto,Data quality,Engineering,Looker
Data analysis,Data pipelines,Data visualization,KPIs,Pipelines,Python,Spark
Agile,Azure,Banking,Business Intelligence,Computer Science,Data Analytics,Data management
CX,Data analysis,KPIs,Linux,Looker,Python,Security
Autonomous Driving,Computer Science,Computer Vision,Consulting,Deep Learning,Engineering,Machine Learning
Excel,Privacy,SQL,N/A,N/A,N/A,N/A
Architecture,AWS,Azure,Big Data,Computer Science,Deep Learning,Economics
APIs,Computer Vision,Deep Learning,Engineering,Machine Learning,Mathematics,NLP
Consulting,Data Analytics,Data management,Data visualization,MySQL,RDBMS,Security
Agile,Airflow,Architecture,Big Data,Computer Science,Data Analytics,Data management
Business Intelligence,Data analysis,Data management,Excel,Finance,MS SQL,SQL
A/B testing,Computer Science,Computer Vision,Data analysis,Engineering,ETL,LightGBM
Agile,Computer Science,CX,Data Analytics,Data pipelines,Economics,Engineering
Agile,Architecture,Big Data,Business Intelligence,Data governance,Data management,Data pipelines
Agile,Architecture,Computer Science,Data analysis,Engineering,Excel,Grafana
Architecture,Azure,Big Data,Consulting,Consulting firm,Databricks,Data warehouse
Airflow,APIs,Athena,AWS,Big Data,Databricks,DynamoDB
Data pipelines,KPIs,Pipelines,Predictive modeling,Python,Research,SQL
Agile,Airflow,AWS,CI/CD,Crypto,Data warehouse,DevOps
Data management,Data quality,Informatica,SQL,N/A,N/A,N/A
Architecture,Computer Science,CUDA,Deep Learning,HPC,LLMs,Machine Learning
Machine Learning,Research,N/A,N/A,N/A,N/A,N/A
Airflow,Architecture,Business Intelligence,Computer Science,Data analysis,Data governance,Data management
Agile,Elasticsearch,Machine Learning,MongoDB,MySQL,Python,N/A
Computer Science,Data analysis,E-commerce,Engineering,Feature engineering,Finance,Machine Learning
Agile,Architecture,AWS,Azure,Big Data,Bitbucket,Blockchain
CI/CD,Computer Science,Computer Vision,Data pipelines,Engineering,Git,GitHub
AWS,Azure,Big Data,Consulting,Consulting firm,Credit risk,CX
Big Data,Data Analytics,N/A,N/A,N/A,N/A,N/A
Agile,Architecture,AWS,Business Intelligence,Computer Science,Data management,Data warehouse
Agile,Computer Vision,Engineering,Machine Learning,NLP,R,Research
Airflow,Architecture,Business Intelligence,Computer Science,Data analysis,Data governance,Data management
A/B testing,Causal inference,Clustering,Data Analytics,Machine Learning,Python,Statistics
Architecture,AWS,BigQuery,CSV,Data governance,Data warehouse,Docker
Agile,Big Data,Computer Science,Machine Learning,ML models,Python,Research
Linux,NLP,Perl,Python,R,R&D,N/A
Agile,Computer Science,Data analysis,Data quality,RDBMS,Research,Scrum
Data Analytics,Data visualization,Engineering,Excel,Machine Learning,Python,R
Excel,Git,Jira,MySQL,Oracle,Pandas,PostgreSQL
Consulting,Data Analytics,DataOps,SQL,Testing,N/A,N/A
Agile,Architecture,Computer Science,Data pipelines,Engineering,ETL,Excel
Architecture,Business Intelligence,Data analysis,Data Analytics,Data governance,Data visualization,Jira
Avro,Big Data,BigQuery,Business Intelligence,Computer Science,CSV,Data analysis
Business Intelligence,Data management,Data pipelines,Data quality,Pipelines,PostgreSQL,Power BI
Architecture,Engineering,Feature engineering,Machine Learning,PyTorch,SDLC,Security
Athena,AWS,Data governance,Engineering,ETL,Finance,MS SQL
Computer Science,Data analysis,Linux,Mathematics,Python,Research,SAS
DataOps,Excel,N/A,N/A,N/A,N/A,N/A
Big Data,Data analysis,Data quality,Excel,Kibana,Machine Learning,ML models
CX,Data quality,Finance,Spark,N/A,N/A,N/A
Architecture,AWS,Azure,Big Data,Computer Science,Data Analytics,Databricks
Airflow,AWS,Computer Science,Engineering,Finance,GitLab,Machine Learning
Agile,Architecture,Computer Science,Data analysis,Engineering,Excel,Pipelines
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
Blockchain,Crypto,Data analysis,Engineering,Research,SQL,Statistics
Agile,Computer Science,Data analysis,Data quality,RDBMS,Research,Scrum
Data Analytics,Data Studio,GCP,KPIs,Machine Learning,Python,SQL
Data analysis,Data Analytics,Engineering,Looker,Mathematics,Metabase,R
Agile,Data management,Excel,Finance,N/A,N/A,N/A
AWS,Azure,Big Data,Computer Science,Data analysis,Data Analytics,Databricks
AWS,Banking,Blockchain,Crypto,Databricks,Docker,Spark
Agile,Big Data,BigQuery,Data pipelines,Data warehouse,ETL,GCP
ASR,AWS,Data pipelines,Data warehouse,Engineering,Pipelines,Python
Architecture,AWS,Azure,Big Data,Computer Science,Data analysis,Data Analytics
Computer Science,Data analysis,EDA,Engineering,Machine Learning,Mathematics,NLP
Architecture,CX,Engineering,Machine Learning,Privacy,Testing,UX
Business Intelligence,Computer Science,Consulting,Data governance,Data strategy,Data visualization,Data Warehousing
Computer Vision,Deep Learning,Machine Learning,NeurIPS,PyTorch,Research,TensorFlow
Agile,Architecture,Data quality,Data warehouse,Engineering,ETL,Mathematics
Architecture,AWS,Azure,Consulting,GCP,Qlik,SAS
Agile,Architecture,AWS,Azure,CI/CD,Computer Science,Computer Vision
ASR,Engineering,GCP,Golang,GraphQL,JavaScript,Kubernetes
AWS,Banking,Blockchain,Crypto,Databricks,Docker,Spark
Biology,Chemistry,Data analysis,Data quality,Drug discovery,Excel,Research
Banking,Computer Science,Data Analytics,Finance,Machine Learning,Mathematics,ML models
Azure,Computer Science,Kibana,Machine Learning,NLP,Privacy,Python
Architecture,Databricks,Data warehouse,E-commerce,Engineering,ETL,Jupyter
CX,Engineering,Excel,GitHub,R,SQL,Statistics
Airflow,Big Data,BigQuery,Business Intelligence,Computer Science,Databricks,Dataflow
Caffe,Computer Science,Computer Vision,Consulting,Deep Learning,Economics,Engineering
Agile,Angular,APIs,Architecture,Big Data,Clustering,Computer Science
Ansible,APIs,Architecture,AWS,Azure,Computer Science,Consulting
APIs,Distributed Systems,Engineering,Machine Learning,Mathematics,ML models,Model training
Consulting,CX,N/A,N/A,N/A,N/A,N/A
Architecture,AWS,Computer Science,Deep Learning,Engineering,Machine Learning,MXNet
Business Intelligence,Data analysis,Finance,KPIs,Power BI,SQL,SSIS
Airflow,APIs,AWS,Azure,Data Analytics,Data pipelines,Engineering
APIs,Data Analytics,Data Studio,Data visualization,JavaScript,Tableau,N/A
Banking,Data analysis,Finance,Power BI,N/A,N/A,N/A
Architecture,Azure,Business Intelligence,Computer Science,Data Analytics,Data pipelines,Data visualization
Machine Learning,Research,N/A,N/A,N/A,N/A,N/A
Data analysis,Data Analytics,Engineering,Finance,Mathematics,Python,Spotfire
APIs,AWS,Azure,Engineering,ETL,SQL,N/A
Airflow,Data pipelines,Engineering,Hadoop,Machine Learning,Pipelines,Python
Azure,Business Intelligence,Computer Science,Data quality,Engineering,Excel,Power BI
APIs,Architecture,Avro,AWS,Azure,Banking,Business Intelligence
APIs,AWS,Big Data,Business Intelligence,CI/CD,Computer Science,Databricks
Agile,Architecture,BigQuery,Data analysis,Data Analytics,Data governance,Data quality
Computer Science,Data analysis,Engineering,Machine Learning,Mathematics,ML models,Predictive modeling
Airflow,Banking,Big Data,Classification,Clustering,Consulting,Excel
Computer Vision,Deep Learning,GANs,ICML,Machine Learning,NeurIPS,Python
Agile,Consulting,CX,Engineering,N/A,N/A,N/A
Clustering,NLP,Pandas,Python,SQL,N/A,N/A
APIs,Architecture,AWS,Azure,Big Data,CI/CD,Consulting
CX,Data analysis,Engineering,Excel,Hadoop,Python,SQL
Data analysis,Data Studio,Python,SQL,Testing,N/A,N/A
Computer Science,Data analysis,Engineering,Machine Learning,Mathematics,ML models,Predictive modeling
Azure,Business Intelligence,Computer Science,Data Mining,Engineering,Excel,Git
Athena,AWS,ETL,Git,JavaScript,Python,QuickSight
Agile,Architecture,Autonomous Driving,Engineering,Lidar,Linear algebra,Linux
Airflow,Architecture,Big Data,Distributed Systems,Docker,Engineering,Kubernetes
A/B testing,Classification,Computer Science,Credit risk,Economics,Finance,FinTech
Agile,APIs,AWS,CI/CD,Deep Learning,Distributed Systems,Engineering
Amplitude,AWS,Computer Science,Data analysis,Data Analytics,Data pipelines,E-commerce
CAD,Causal inference,Computer Science,Data warehouse,Engineering,Genetics,Machine Learning
Architecture,DataOps,Engineering,Research,Robotics,SQL,N/A
A/B testing,Banking,Business Intelligence,Computer Science,Consulting,Data analysis,Data Analytics
Banking,Big Data,Computer Science,Consulting,Consulting firm,Data analysis,Data Analytics
Economics,Python,SQL,N/A,N/A,N/A,N/A
CX,Engineering,Finance,Machine Learning,Research,N/A,N/A
AWS,Azure,Banking,Big Data,Computer Science,Computer Vision,Engineering
AWS,Computer Science,Deep Learning,Docker,Engineering,Helm,Kanban
A/B testing,Business Intelligence,Computer Science,Consulting,Data analysis,Data Analytics,Data Mining
Agile,Architecture,AWS,Azure,Banking,Big Data,Consulting
Airflow,APIs,Architecture,Athena,AWS,CI/CD,Classification
Architecture,Banking,Big Data,Consulting,Databricks,Data warehouse,Engineering
Airflow,AWS,CI/CD,Data governance,Data pipelines,Data quality,Data Warehousing
Business Intelligence,Data analysis,Data Analytics,Data Mining,Data visualization,Finance,KPIs
A/B testing,Banking,Business Intelligence,Computer Science,Consulting,Data analysis,Data Analytics
Big Data,Data Analytics,Data governance,Excel,NumPy,Pandas,Python
Agile,Architecture,Azure,Big Data,Blockchain,CI/CD,DataOps
Architecture,Data warehouse,Engineering,Excel,Pipelines,Spark,SQL
Agile,AWS,Azure,Consulting,D3,Data Mining,Data visualization
Computer Vision,Data Analytics,Drones,Machine Learning,Python,N/A,N/A
Bayesian,Clustering,Computer Science,Engineering,Machine Learning,Matlab,PhD
Agile,Architecture,Azure,Big Data,Data Analytics,Data pipelines,Data strategy
Agile,Architecture,Computer Science,Consulting,Distributed Systems,Engineering,Machine Learning
Agile,Classification,Computer Science,Computer Vision,Deep Learning,Docker,Engineering
Architecture,AWS,Banking,Big Data,Blockchain,Computer Science,Credit risk
Architecture,Computer Science,Consulting,Data warehouse,Engineering,ETL,Machine Learning
Airflow,Deep Learning,DevOps,Engineering,Genetics,Kubeflow,Kubernetes
Excel,Spark,N/A,N/A,N/A,N/A,N/A
AWS,BigQuery,Data analysis,Data quality,Data visualization,Data Warehousing,Engineering
AWS,Computer Science,Data analysis,Data visualization,DynamoDB,EC2,Engineering
Airflow,AWS,Databricks,ECS,Engineering,GCP,Kafka
AWS,Azure,Excel,GCP,Kafka,Linux,MPP
Angular,Ansible,APIs,Architecture,Avro,Big Data,Computer Science
Computer Science,Deep Learning,Machine Learning,Mathematics,NLP,PhD,Physics
Architecture,Autonomous Driving,Computer Vision,CUDA,Genetics,Linux,OpenCV
A/B testing,Airflow,AWS,Azure,Big Data,BigQuery,CI/CD
Data analysis,Engineering,Jupyter,Machine Learning,ML models,NLP,NumPy
Data Analytics,Engineering,Excel,Finance,Mathematics,Power BI,Python
Airflow,APIs,AWS,Azkaban,Data pipelines,Data warehouse,DevOps
Agile,Excel,Finance,N/A,N/A,N/A,N/A
Big Data,Economics,Engineering,Excel,Finance,Python,Research
Banking,Big Data,Computer Science,Consulting,Consulting firm,Data analysis,Data Analytics
A/B testing,Business Intelligence,Computer Science,Consulting,Data analysis,Data Analytics,Data Mining
Autonomous Driving,Computer Science,Computer Vision,Engineering,Genetics,Lidar,Python
Ansible,AWS,Azure,Computer Science,Data management,Data pipelines,Distributed Systems
Airflow,BigQuery,Business Intelligence,Computer Science,Distributed Systems,Docker,Engineering
Architecture,Drones,Engineering,N/A,N/A,N/A,N/A
Business Intelligence,Computer Science,Data Analytics,Data warehouse,Engineering,Excel,Industrial
Agile,Computer Science,Data pipelines,Deep Learning,Engineering,Linux,Machine Learning
E-commerce,Hadoop,Power BI,Python,R,SAS,Spark
Finance,Python,R,RapidMiner,R&D,N/A,N/A
Agile,Airflow,APIs,Architecture,AWS,Azure,Banking
Deep Learning,LLMs,Physics,Research,N/A,N/A,N/A
Airflow,Computer Science,Data governance,Data pipelines,Engineering,ETL,LLMs
Azure,Databricks,Docker,Engineering,Kubernetes,Machine Learning,Pipelines
Agile,Architecture,Computer Science,Deep Learning,Engineering,Feature engineering,Machine Learning
Agile,Ansible,Architecture,AWS,Bitbucket,Classification,Consulting
Chatbots,Computer Science,Conversational AI,Data Analytics,Deep Learning,Engineering,ETL
Biology,Chemistry,Computer Science,Deep Learning,Drug discovery,Machine Learning,NumPy
Causal inference,Computer Science,Consulting,Data management,Data visualization,Economics,Engineering
Autonomous Driving,Clustering,Computer Science,Computer Vision,CUDA,Deep Learning,Genetics
A/B testing,Airflow,BigQuery,Crypto,Dagster,Databricks,Data pipelines
Caffe,Computer Science,Computer Vision,Deep Learning,Engineering,Generative modeling,Machine Learning
Airflow,Amplitude,Architecture,Banking,BigQuery,Data Analytics,Data warehouse
Airflow,Architecture,Big Data,Distributed Systems,Docker,Engineering,Kubernetes
Engineering,Testing,N/A,N/A,N/A,N/A,N/A
Architecture,FinTech,Machine Learning,Microservices,Scala,Testing,N/A
Agile,Computer Science,Deep Learning,Engineering,Genetics,ICLR,Machine Learning
Classification,Computer Science,Engineering,HuggingFace,Keras,Machine Learning,Mathematics
Data analysis,Data visualization,Economics,EDA,Engineering,Excel,Industrial
